firma_adi;adres;telefon;website;domain;birlik
HABAŞ SINAİ VE TIBBİ GAZLAR İSTİHSAL ENDÜSTRİSİ A.Ş.;FUATPASA SOK. NO.26 SOĞANLIK MAH. KARTAL İSTANBUL;(216) 4536400;www.habas.com.tr;habas.com.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
DİLER DIŞ TİCARET ANONİM ŞİRKETİ;MASLAK MAHALLESİ, ESKİ BÜYÜKDERE CADDESİ KOÇKAYA AS PLAZA MASLAK NO:1 34485 SARIYER İSTANBUL;(212) 2552420;www.dilerhld.com;dilerhld.com;ÇİB - Çelik İhracatçıları Birliği
İÇDAŞ ÇELİK ENERJİ TERSANE VE ULASIM SANAYİ A.Ş.;İÇDAŞ PLAZA MAHMUTBEY MAH. DİLMENLER CAD. NO:20 MAHMUTBEY MAHMUTBEY BAĞCILAR İSTANBUL;(212) 6040404;www.icdas.com.tr;icdas.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
ÇOLAKOĞLU METALURJİ A.Ş.;KÇAM PINARI SK. NO: 1 İÇ KAPI NO : 16 KAVACIK RÜZGARLIBAHÇE BEYKOZ BEYKOZ İSTANBUL;(216) 4442627;www.colakoglu.com.tr;colakoglu.com.tr;ÇİB - Çelik İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
İSKENDERUN DEMİR VE ÇELİK A.Ş.;KARŞI MAH. ŞEHİT YÜZBAŞI ALİ OĞUZBULV. NO.1 PAYAS(YAKACIK) DÖRTYOL HATAY;(326) 7584040;www.isdemir.com.tr;isdemir.com.tr;ÇİB - Çelik İhracatçıları Birliği
TATMETAL ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;HAMZAFAKIHLI MAH. YAŞAR TETİKER BULVARI NO:1 ZIP: 67300 KDZ. EREĞLİ ZONGULDAK TEL: 03723343740PK:673 KARADENİZEREĞLİ ZONGULDAK;(372) 3343740;www.tatmetal.com.tr;tatmetal.com.tr;ÇİB - Çelik İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
YILDIZDEMİR ÇELİK SAN.A.Ş.;ALİKAHYA OSB MAH. 2.CAD. NO:2/1NO:2/1 ALİKAHYA OSB MAH 41310 İZMİT KOCAELİ;(262) 2807500;www.yildizdemircelik.com.tr;yildizdemircelik.com.tr;ÇİB - Çelik İhracatçıları Birliği
MESCİER DIŞ TİCARET ANONİM ŞİRKETİ;FATİH SULTAN MEHMET MAHALLESİ, POLİGON CADDESİ NO: 8C, BUYAKA 2 SİTESİ KULE:3 KAT:21, 34771, ÜMRANİYE İSTANBUL;(216) 3351111;www.mescier.com.tr;mescier.com.tr;ÇİB - Çelik İhracatçıları Birliği
BORUSAN BİRLEŞİK BORU FABRİKALARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;İÇERENKÖY MAHALLESİ UMUT SOKAK QUICK TOWER SİTESİ NO:10-12 İÇ KAPI NO: 51 ATAŞEHİR İSTANBUL;(212) 3935713;www.borusanmannesman.com.tr;borusanmannesman.com.tr;ÇİB - Çelik İhracatçıları Birliği
POSCO ASSAN TST ÇELİK SANAYİ ANONİM ŞİRKETİ;ASIM KİBAR ORG. SAN. BÖLGESİ 1.CAD. NO:4 İZMİT KOCAELİ;(262) 3106000;www.poscoassan.com;poscoassan.com;ÇİB - Çelik İhracatçıları Birliği
ASİL ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;GEMIC KOYU MEVKİİ ORHANGAZİ BURSA;(224) 2806100;www.asilcelik.com.tr;asilcelik.com.tr;ÇİB - Çelik İhracatçıları Birliği
EREĞLİ DEMİR VE ÇELİK FABRİKALARI. TİC. A.Ş.;BARBAROS MAHALLESİ ARDIÇ SOKAK NO:6 34746 ATAŞEHİR İSTANBUL;(216) 5788000;www.erdemir.com.tr;erdemir.com.tr;ÇİB - Çelik İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
BORÇELİK ÇELİK SANAYİ TİCARET ANONİM ŞİRKETİ;ATA MAH.125 NOLU SOK.NO.1 GEMLİK BURSA;(224) 2804000;www.borcelik.com;borcelik.com;ÇİB - Çelik İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
SARTEN AMBALAJ SANAYİ VE TİCARET ANONİM ŞİRKETİ;BÜYÜKDERE CD NO:175/100 FERKO SİGNATURE ŞİŞLİ İSTANBUL;(212) 2757660;www.sarten.com.tr;sarten.com.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
KAPTAN DEMİR ÇELİK ENDÜSTRİSİ VE TİCARET A.Ş.;F.KERİM GÖKAY CAD. BESTEKAR SADETTİN KAYNAK SOK. NO.2 ALTUNİZADE ÜSKÜDAR İSTANBUL;;www.kaptandemir.com.tr;kaptandemir.com.tr;ÇİB - Çelik İhracatçıları Birliği
ÜMRAN ÇELİK BORU SANAYİ A.Ş.;İNKİLAP MAH. KÜÇÜKSU CAD. NO.58/8 ORYAPARK PLAZA NO:58 KAT 8/9 İNKİLAP 34768 ÜMRANİYE, İSTANBUL, TÜR ÜMRANİYE İSTANBUL;(212) 2525280;www.umran.com;umran.com;ÇİB - Çelik İhracatçıları Birliği
ÇAĞ ÇELİK DEMİR VE ÇELİK ENDÜSTRİ ANONİM ŞİRKETİ;ÜNİVERSİTE MAH KAMİL GÜLEÇ CD N:41 KARABÜK KARABÜK;(370) 4338000;www.cagcelik.com.tr;cagcelik.com.tr;ÇİB - Çelik İhracatçıları Birliği
CORBUS METAL IC VE DIS TIC. LTD.STI.;İNEBOLU SOK. NO:63/1 KABATAŞ BEYOĞLU İSTANBUL;(212) 2458889;www.corbus.com.tr;corbus.com.tr;ÇİB - Çelik İhracatçıları Birliği
TEZCAN GALVANIZLI YAPI EL.SAN. VE TIC.A.S.;ARSLANBEY O.S.B. 2. CAD. NO.6 KARTEPE KOCAELİ;(262) 3171400;www.tezcan.com;tezcan.com;ÇİB - Çelik İhracatçıları Birliği
ERCİYAS ÇELİK BORU SANAYİ ANONİM ŞİRKETİ;PALLADİUM TOWER KARDELEN SOK. NO: 2/1K:25 ATAŞEHİR İSTANBUL;(216) 6636300;www.erciyas.com.tr;erciyas.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
EVAS EV ALETLERİ SANAYİ ANONİM ŞİRKETİ;SANAYİ MH. ŞEHIT CEVDET ÇELENK CD. NO:2 PENDİK İSTANBUL;(216) 3787315;www.evas.com.tr;evas.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
KROMAN ÇELİK SANAYİİ A.Ş.;EMEK MAH. AŞIROĞLU CAD. NO:155 DARICA KOCAELİ KADIKÖY İSTANBUL;(262) 6792000;www.kromancelik.com.tr;kromancelik.com.tr;ÇİB - Çelik İhracatçıları Birliği
BOSKAY METAL SAN.VE TICARET LTD.STI.;KURTULUŞ MAH. YENI SAN. BÖLGESİNO.52 MERKEZ KARABÜK;(370) 4128717;www.boskaymetal.com.tr;boskaymetal.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
GAZİ METAL MAMÜLLERİ SAN. VE TİC. A.Ş.;BARIŞ MAH. 1804 SOK. NO.6 GEBZE KOCAELİ;(262) 6444662;www.gazimetal.com.tr;gazimetal.com.tr;ÇİB - Çelik İhracatçıları Birliği
ÖZYAŞAR TEL VE GALVANİZLEME SANAYİ ANONİM ŞİRKETİ;FEVZİPAŞA MAH. GÖLET CAD. NO.15 DEĞİRMENKÖYÜ SİLİVRİ İSTANBUL;(212) 5471645;www.ozyasar.com;ozyasar.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
IŞIK ÇELİK SAN. VE TİC. A.Ş.;HÜRRİYET MAH.ZONGULDAK CAD. NO:36/A MERKEZ KARABÜK;(370) 4242077;www.isikcelik.com;isikcelik.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği
KOCAER ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;GÜMÜŞÇAY MAH.MENDERES BULVARI NO:45 MERKEZEFENDİ DENİZLİ;;http://kocaersteel.com/tr;kocaersteel.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
BMS BİRLEŞİK METAL SANAYİ VE TİCARET ANONİM ŞİRKETİ;GFY PLAZA BATMAN SOKAK NO:30 KAT 2 SAHRAYICEDİT 34734 SAHRAYICEDİT KADIKÖY İSTANBUL;(216) 4728800;www.bmsgrup.com;bmsgrup.com;ÇİB - Çelik İhracatçıları Birliği
BEKAERT ÇELİK KORD SAN. VE TİC. AŞ;FATİH MAH. SANAYİ CAD. NO: 88 P.K 41310 ALİKAHYA İZMİT KOCAELİ;(262) 3168500;www.bekaert.com.tr;bekaert.com.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
SARITAŞ ÇELİK SAN. VE TİC. A.Ş;BARBAROS MAH.BEGONYA SOK.NİDAKULE KUZEY ATAŞEHİR APT.NO:3/203 ATAŞEHİR İSTANBUL;(216) 4664900;www.saritas.com.tr;saritas.com.tr;ÇİB - Çelik İhracatçıları Birliği
ARCELORMİTTAL RZK ÇELİK SERVİS MERKEZİ SANAYİ TİCARET ANONİM ŞİRKETİ;ZORLU CENTER AVM NO:R3 BLOK T1KAT:146 ZİNCİRLİKUYU BEŞİKTAŞ İSTANBUL;(262) 6722500;www.rozakdemir.com;rozakdemir.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ERDEMİR ÇELİK SERVİS MERKEZİ SAN. VE TİC. A.Ş.;GEBZE ORGANIZE SAN. BÖL. 700. SOKNO:724 GEBZE KOCAELİ;(262) 6792727;www.ersem.com.tr;ersem.com.tr;ÇİB - Çelik İhracatçıları Birliği
ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET ANONİM ŞİRKETİ;ORG. SAN. BÖLG. ALİ OSMAN SÖNMEZBULVARI NO:3 NİLÜFER BURSA;(224) 2431230;www.cemtas.com.tr;cemtas.com.tr;ÇİB - Çelik İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
HURSAN PASLANMAZ ÇELİK GERİ DÖNÜŞÜM TESİSLERİ TİCARET SANAYİ ANONİM ŞİRKETİ;YENİNOSNA MERKEZ MH CEMAL ULUSOY CD ŞEHİT YUNUS ÇAKA SK NO:4/1 BAHÇELİEVLER İSTANBUL;(212) 6969761;www.hursan.com;hursan.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
NİKEL PASLANMAZ ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ESENKENT MAH. NATOYOLU CAD. NO: 301/5 ÜMRANİYE İSTANBUL;(216) 5403400;www.nikelpaslanmaz.com;nikelpaslanmaz.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
EJOT TEZMAK BAĞLANTI ELEMANLARI TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;CEBECİ CD NO:84 KÜÇÜKKÖY GAZİOSMANPAŞA İSTANBUL;(212) 4777792;www.ejot-tezmak.com;ejot-tezmak.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
HAS ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;TOSB OTOMOTİV YAN SANAYİ İHTİSAS O.S.B. 1.CADDE GEBZE KOCAELİ;(262) 6766000;www.hascelik.com;hascelik.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
TEMSAN YAPI VE MAKİNA ENDÜSTRİ A. Ş.;BAŞKENT ORG. SAN. BÖL. 15. CAD. NO:6 SİNCAN ANKARA;(312) 3972390;www.temsan.com.tr;temsan.com.tr;ÇİB - Çelik İhracatçıları Birliği
KAYSERİ METAL CENTER SANAYİ VE TİCARET ANONİM ŞİRKETİ;KAYSERİ ORGANIZE SANAYI BOLG. 12. CADNO: 55 MELİKGAZİ KAYSERİ;(352) 3220880;www.kmc.com.tr;kmc.com.tr;ÇİB - Çelik İhracatçıları Birliği
KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.;ANKARA KARABÜK BLV. NO:2 ÖĞLEBELİ MAH. MERKEZ KARABÜK KARABÜK;(370) 4182525;www.kardemir.com;kardemir.com;ÇİB - Çelik İhracatçıları Birliği
EKİNCİLER DEMİR VE ÇELİK SANAYİ A.Ş.;AYAZAĞA YOLU NO.7 GİZ 2000 PLAZA K.3 MASLAK ŞİŞLİ İSTANBUL;(212) 2907676;www.ekinciler.com;ekinciler.com;ÇİB - Çelik İhracatçıları Birliği
METAL MARKET DIŞ TİC ANONİM ŞİRKETİ;GÜLBAHAR SOK.PERDEMSAC PLAZA KAT-14/143 KOZYATAĞI KADIKÖY İSTANBUL;(216) 3736070;www.metalmarket.com.tr;metalmarket.com.tr;ÇİB - Çelik İhracatçıları Birliği
AKÇELİK DEMİR ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;TAYSAD ORG.SANAYI BOLG. 4. CAD. NO.10 ÇAYIROVA ÇAYIROVA KOCAELİ;(262) 6588952;www.akcelik.com.tr;akcelik.com.tr;ÇİB - Çelik İhracatçıları Birliği
HATBORU SAN.VE TİC. A.Ş.;ANTAKYA ORGANİZE SANAYİ BÖLGESİ6 NOLU YOL NO:15 ANTAKYA HATAY;(326) 4512100;www.hatboru.com;hatboru.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
PARSAN MAKİNA PARÇALARI SANAYİİ ANONİM ŞİRKETİ;GÜZELYALI MAH. PARSAN ÇIKMAZI NO:2/1 PENDİK İSTANBUL;(216) 4931266;www.parsan.com;parsan.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
NET CİVATA VE VİDA SANAYİ ANONİM ŞİRKETİ;SÖĞÜTLÜÇEŞME MAHALLESİ HALKALI CADDESİ NO:235 KÜÇÜKÇEKMECE İSTANBUL;(212) 6989170;www.netcivata.com;netcivata.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
BORŞEN BORU SANAYİ VE TİCARET ANONİM ŞİRKETİ;YUKARI DUDULLU ORG SAN BÖL.3. CAD. NO:20 ÜMRANİYE İSTANBUL;(216) 4663705;www.borsenboru.com;borsenboru.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
YAMETAŞ YASSI METAL MAMULLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;ANADOLU YAKASI TUZLA O.S.B.AYDINLI MAH.TEM YAN YOL CAD. GAZİ BULV. NO.4 TUZLA İSTANBUL;(216) 5930680;www.yametas.com.tr;yametas.com.tr;ÇİB - Çelik İhracatçıları Birliği
ÇINAR BORU PROFİL SANAYİ VE TİCARET A.Ş.;HAMZAFAKIHLI MAH.(KDZ.EREĞLİ OSB)ÇINAR SK.NO.1 KARADENİZEREĞLİ ZONGULDAK;(372) 3233320;www.cinarboru.com;cinarboru.com;ÇİB - Çelik İhracatçıları Birliği
GÖKMETAL ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ŞERİFALİ MAH. BAYRAKTAR BULVARI GÖKMETAL PLAZA NO:62 ÜMRANİYE İSTANBUL;(216) 5808560;www.gokmetal.com.tr;gokmetal.com.tr;ÇİB - Çelik İhracatçıları Birliği
NOVA SÜNGER VE YATAK SAN. TİC. A.Ş.;BEKİRPAŞA KOZLUK MAH. D-100 YAN YOL NO.10ERENLER ERENLER SAKARYA;(264) 3535580;www.novasunger.com.tr;novasunger.com.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
ORKOM MADENCİLİK A.Ş.;AHİ EVRAN ORGANİZE SANAYİ BÖL.MAH. NAHÇİVAN CAD. NO:11 SİNCAN ANKARA;(312) 2676080;www.mnggold.com;mnggold.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği, JTR - Mücevher İhracatçıları Birliği
ZBS ALFACELIK INS.SAN.VE TIC. A.S.;KAYIŞDAĞI CAD. BİLGİ PLAZA NO:111 D:3 KÜÇÜKBAKKALKÖY ATAŞEHİR İSTANBUL;(216) 5742300;www.alfacelik.com.tr;alfacelik.com.tr;ÇİB - Çelik İhracatçıları Birliği
KİBAR DIŞ TİCARET ANONİM ŞİRKETİ;TERSANE CAD. IŞIK İŞ MRKZ. NO:92 K:2-3-4 ARAPCAMİ BEYOĞLU İSTANBUL;(212) 2564970;www.kibardisticaret.com;kibardisticaret.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
UŞAKLIGİL İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;EYUP SULTAN MH.OSMANGAZI CD.NO:146 SAMANDIRA SANCAKTEPE İSTANBUL;(216) 5610034;http://www.usakligiltelcit.com;usakligiltelcit.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
GESBEY ENERJİ TÜRBİNİ KULE ÜRETİMİ SAN.VE TİC.A.Ş.;BANDIRMA OSB BUĞDAĞLI KÖYÜTAŞTEPE MEVKİİ 2. CAD. NO:5 GÖNEN BALIKESİR;(266) 7110500;www.gri.com.es;gri.com.es;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ÇELİK HALAT VE TEL SAN. A.Ş.;İSTİKLAL CAD. NO.2 UZUNÇİFTLİK KARTEPE KOCAELİ;(262) 3711280;www.celikhalat.com.tr;celikhalat.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ÇOKYAŞAR HALAT MAKİNA TEL GALVANİZLEME SANAYİ TİCARET ANONİM ŞİRKETİ;D-100 KARAYOLU ÜZERİ ÇAYBÜKÜ KÖYÜ MEVKİİ GÜMÜŞOVA DÜZCE;(380) 7313550;www.cokyasarhalat.com;cokyasarhalat.com;ÇİB - Çelik İhracatçıları Birliği
STOW TURKEY DEPO VE EKİPMAN AŞ;MAHMUTPAŞA MEVKİİ KARAMÜRSEL CAD.NO:334 KULLAR BAŞİSKELE KOCAELİ;(262) 3493016;www.standard.gen.tr;standard.gen.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
GERSAN ELEKTRIK TICARET VE SANAYI A.S.;İST. ANADOLU YAKASI O.S.B. GAZİ BULV. NO:39 TUZLA İSTANBUL;(216) 5930050;www.gersan.com.tr;gersan.com.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
YEL TENEKE KUTU SANAYİ VE TİCARET ANONİM ŞİRKETİ;PINARTEPE MH YAVUZ SULTAN SELİM BULVARI NO:4 BÜYÜKÇEKMECE İSTANBUL;(212) 8721166;www.yelteneke.com.tr;yelteneke.com.tr;ÇİB - Çelik İhracatçıları Birliği
DEMİRHAN ÇİT SİSTEMLERİ DIŞ TİCARET LİMİTED ŞİRKETİ;ŞEKERPINAR MAH. BALKAYA SK. NO:3 ÇAYIROVA KOCAELİ;(262) 6589800;www.demirhan.com.tr;demirhan.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
EMRE METAL DIŞ TİCARET LİMİTED ŞİRKETİ;OSMANGAZİ MAH. BARIŞ MANÇO CAD. NO:9-11 ESENYURT İSTANBUL;(212) 6898444;www.emremetal.com;emremetal.com;ÇİB - Çelik İhracatçıları Birliği
DEMMA DEMİR ÇELİK MAMÜLLERİ ÜRETİMİ ANONİM ŞİRKETİ;SÖĞÜTLÜ ÇEŞME FEVZİ ÇAKMAK CD NO:6 SEFAKÖY KÜÇÜKÇEKMECE İSTANBUL;(212) 6243290;www.demma.com;demma.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
SARIBEKİR AMBALAJ SANAYİ VE TİCARET A.Ş.;ORUÇREİS MH TEKSTİLKENT CD B BLOK NO:12A/91 ESENLER İSTANBUL;(212) 4384114;www.saribekir.com.tr;saribekir.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
KARBONSAN KURUBUZ VE BASINÇLI KAPLAR SANAYİ TİCARET ANONİM ŞİRKETİ;SÖĞÜTLÜÇEŞME CADDESİ NO:89 KADIKÖY İSTANBUL;(216) 3482020;www.karbonsankurubuz.com.tr;karbonsankurubuz.com.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
UZAY KONSTRÜKSİYON SİSTEMLERİ İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;KOZYATAĞI MAHALLESİ ŞEHİT MEHMET FATİH ÖNGÜL SOKAK ODAK PLAZA NO:5 İÇ KAPI NO:2 34710 KADIKÖY İSTANBUL;(216) 4444899;www.uk.com.tr;uk.com.tr;ÇİB - Çelik İhracatçıları Birliği
ARKIN METAL SANAYİ VE TİCARET LTD. ŞTİ.;IKITELLI ORGANIZE SANAYI BOLG.ESOT SAN. SIT. H BL.1/2 BAŞAKŞEHİR İSTANBUL;(212) 5495319;www.arkinmetal.com.tr;arkinmetal.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
YC INOX TR ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ORGANİZE SANAYİ BÖLGESİ MAH. 4 CAD. YC INOX TR CELIK BLOK NO: 10/3 İÇ KAPI NO: 3 DİLOVASI KOCAELİ;(262) 6768866;http://www.ycinox.com;ycinox.com;ÇİB - Çelik İhracatçıları Birliği
MMZ-ONUR BORU PROFIL URETIM SANAYI VE TICARET A.S.;SARIKANARYA SOK. YOLBULANPLAZA NO.16 K.3 B BLOK KOZYATAĞI KADIKÖY İSTANBUL;(216) 4636996;www.mmz.com.tr;mmz.com.tr;ÇİB - Çelik İhracatçıları Birliği
KALİBRE BORU SAN. VE TİC. A.Ş.;SANAYİ MAH.YANKI SOK.N:32 BAŞİSKELE KOCAELİ;(262) 3350784;www.kalibreboru.com;kalibreboru.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
MAKRO METAL TICARET LIMITED SI RKETI.;EGITIM MAH. AHSEN ÇIKMAZI SOK. SADIKOĞLU1. IŞ MERK.NO.11 K.3 D.77 KADIKÖY İSTANBUL;(216) 3300046;www.makro-metal.com;makro-metal.com;ÇİB - Çelik İhracatçıları Birliği
ÇİMTAŞ ÇELİK İMALAT MONTAJ VE TESİSAT A. Ş.;BALMUMCU MAH. ZİNCİRLİKUYU YOLU ENKA-2BINASI NO.8 KAT:3 34349 BEŞİKTAŞ İSTANBUL;(224) 5190250;www.cimtas.com;cimtas.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
GÖKTAŞ YASSI HADDE MAMULLERİ SAN. VE TİC. AŞ;D.O.S.B. 3. KISIM MERİÇ CAD. NO:5 MUALLİMKÖY GEBZE KOCAELİ;(262) 7591819;www.goktasmetal.com;goktasmetal.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
AGİR GLOBAL DIŞ TİCARET ANONİM ŞİRKETİ;BARBAROS MAH. YAVUZLAR CD.ZALOĞLU S CEYLAN HAN NO:1/2 ATAŞEHİR İSTANBUL;(216) 3171391;www.agirglobal.com;agirglobal.com;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
KÖSEDAĞ DIŞ TIC.LTD.ŞTİ.;IST. TUZLA ORG. SAN. BÖLG. 2.CAD. 1ESKI ANKARA YOLU TUZLA İSTANBUL;02165932400;www.kosedag.com;kosedag.com;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği, İMİB - İstanbul Maden İhracatçıları Birliği
KÖŞKERLER ÇELİK HALAT VE MAKİNA SANAYİ TİCARET A.Ş.;ÇERKEŞLİ KÖYÜ OSB. MAH. İMES BULV.NO:20 DİLOVASI KOCAELİ;(262) 7540001;www.koskerler.com.tr;koskerler.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
KIRAÇ GALVANIZ TELEKOM. METAL MAKİNA İNŞAAT ELEKTRİK SAN. VE TİC.A.Ş.;BARAKFAKİH MAH. VATAN CAD. NO.60/1 KESTEL BURSA;(224) 3841536;www.tck.com.tr;tck.com.tr;ÇİB - Çelik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ARITAŞ KRİYOJENİK ENDÜSTRİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;CEVİZLİ MAH. TUGAY YOLU CAD. OFİSİM İSTANBUL PLAZA NO.20 B BLOK K:13 MALTEPE İSTANBUL;(216) 5003400;www.aritas.com.tr;aritas.com.tr;ÇİB - Çelik İhracatçıları Birliği, TET - Elektrik ve Elektronik İhracatçıları Birliği, İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
